"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"zIAl1Nd3AElzwgme_dSbI7q1NAyZaKyVJ3CXzlWdv-aQA4PThibcmynenaD09wSf","2021-10-06 13:08:58","2021-10-06 13:11:46","2021-10-06 13:11:47","","2340","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:08:59","2021-10-06 13:09:52","personalVehicle","","personalVehicle","","usedAll","2021-10-06 13:10:17","same","same","same","same","2021-10-06 13:10:17","neutral","disagreeStrong","neutral","disagree","neutral","neutral","disagreeStrong","disagree","agreeStrong","neutral","2021-10-06 13:11:09","2021-10-06 13:11:15","2021-10-06 13:11:27","2021-10-06 13:11:36","attendant_no","0"
"ctu0CvmRfB_7L_BlPExAliKgucjNTxIcdy86G4UVxT7ytHkdU0fqb-ErQbaWT6r4","2021-10-06 13:14:40","2021-10-06 13:22:41","2021-10-06 13:22:41","","1455","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:14:40","2021-10-06 13:16:45","personalVehicle, sharedRH","","personalVehicle, rail, RH, sharedRH","","usedAll","2021-10-06 13:18:25","less","same","same","less","2021-10-06 13:18:25","agree","agree","neutral","neutral","disagree","agree","neutral","neutral","agree","neutral","2021-10-06 13:20:13","2021-10-06 13:20:38","2021-10-06 13:21:33","2021-10-06 13:22:21","attendant_no","0"
"XYRlExTqn2yE7oDTQI4Oh5vqoblw2mdKB4u-Q1aa_iyIC59j7LLD9NiSkI3AokNU","2021-10-06 13:15:15","2021-10-06 13:23:33","2021-10-06 13:23:34","","3477","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:15:16","2021-10-06 13:16:25","personalVehicle","","personalVehicle","","sharedRH","2021-10-06 13:18:20","same","same","same","same","2021-10-06 13:18:20","agree","agree","disagree","agreeStrong","disagreeStrong","agree","disagree","agree","agreeStrong","disagree","2021-10-06 13:20:56","2021-10-06 13:21:12","2021-10-06 13:22:17","2021-10-06 13:23:11","attendant_no","0"
"rfveKIkJ7w8sD2bus5fXmYNmAeBBUq_qy_o_D61ppuLaZzCLCJSk8jXnNJ6mNL9e","2021-10-06 13:25:38","2021-10-06 13:31:15","2021-10-06 13:31:16","","2713","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:25:38","2021-10-06 13:26:12","personalVehicle","","personalVehicle","","metroaccess","2021-10-06 13:27:06","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-06 13:27:06","agree","agree","neutral","neutral","agree","neutral","neutral","agree","agree","neutral","2021-10-06 13:30:11","2021-10-06 13:30:21","2021-10-06 13:30:33","2021-10-06 13:30:51","attendant_no","0"
"nHoZ3ypFo78pLnpogVDhTzQjxeVGrZymd-abDwhr0gmBlCk-wCBg7jqaiMuAARY-","2021-10-06 13:32:13","2021-10-06 14:03:21","2021-10-06 14:03:21","","1642","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:32:14","2021-10-06 13:47:20","personalVehicle, RH","","bus, sharedRH","","metroaccess","2021-10-06 13:50:23","more","more","more","more","2021-10-06 13:50:23","agreeStrong","agreeStrong","disagree","agreeStrong","disagreeStrong","agreeStrong","agree","agreeStrong","agreeStrong","agreeStrong","2021-10-06 13:52:03","2021-10-06 13:53:56","2021-10-06 13:56:01","2021-10-06 14:02:13","attendant_no","0"
"MTtMG2iNeu9eK5NyJsoFk0U7GdBSfzcjYJpdWj_HDM_ho4-Y-RaIo_xVTPvNC0ak","2021-10-06 13:32:14","2021-10-06 13:37:40","2021-10-06 13:37:41","","1445","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:32:14","2021-10-06 13:33:52","personalVehicle","","RH, sharedRH","","metroaccess","2021-10-06 13:34:35","same","same","less","less","2021-10-06 13:34:35","agreeStrong","disagreeStrong","agreeStrong","neutral","agree","agree","neutral","agree","agreeStrong","disagree","2021-10-06 13:35:55","2021-10-06 13:36:06","2021-10-06 13:36:50","2021-10-06 13:37:30","attendant_no","0"
"SHwePoJVwgxD4BEf21Jpl7u30U34baSV_zngBULO2KYEopI8rlBeuYE4eiNnYXRq","2021-10-06 13:32:18","2021-10-06 13:35:57","2021-10-06 13:35:57","","4918","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:32:19","2021-10-06 13:33:31","personalVehicle","","sharedRH","","usedAll","2021-10-06 13:34:09","less","less","more","less","2021-10-06 13:34:09","agree","disagreeStrong","agreeStrong","disagreeStrong","agreeStrong","disagreeStrong","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-06 13:35:08","2021-10-06 13:35:10","2021-10-06 13:35:20","2021-10-06 13:35:41","attendant_no","0"
"Fc0ol_MDYxSMxlvuSXbyXw-5nWeDgMXXPsWzKC89kQPhSGmt7kiDZ3-yYi7F3wvL","2021-10-06 13:37:24","2021-10-06 13:39:39","2021-10-06 13:39:40","","3574","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:37:24","2021-10-06 13:38:18","personalVehicle","","personalVehicle","","usedAll","2021-10-06 13:38:33","same","same","same","same","2021-10-06 13:38:33","agreeStrong","agreeStrong","neutral","neutral","neutral","neutral","neutral","neutral","agreeStrong","neutral","2021-10-06 13:39:15","2021-10-06 13:39:16","2021-10-06 13:39:23","2021-10-06 13:39:27","attendant_no","0"
"wtKblQryDm1c648qtD1yBZhN-ICnFHdanE1pIe5cha4Hn50RzI9sNqEKuBvUcn_J","2021-10-06 13:39:09","2021-10-06 13:43:17","2021-10-06 13:43:17","","4562","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:39:10","2021-10-06 13:40:33","personalVehicle","","personalVehicle","","sharedRH","2021-10-06 13:41:02","same","same","neverUsed","neverUsed","2021-10-06 13:41:02","agreeStrong","disagree","agreeStrong","neutral","neutral","neutral","neutral","neutral","neutral","neutral","2021-10-06 13:42:21","2021-10-06 13:42:25","2021-10-06 13:42:47","2021-10-06 13:42:58","attendant_no","0"
"siXUyB9h-Ra-xB9S1puGnEj6-SZPfQIso00PuUadOmjXidrsC4TYKDGqsUG38_xn","2021-10-06 13:42:31","2021-10-06 13:47:14","2021-10-06 13:47:14","","281","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:42:32","2021-10-06 13:42:55","personalVehicle","","personalVehicle","","sharedRH","2021-10-06 13:43:46","less","less","less","neverUsed","2021-10-06 13:43:46","agree","disagree","neutral","disagree","agree","disagree","disagree","disagree","agree","neutral","2021-10-06 13:45:42","2021-10-06 13:46:03","2021-10-06 13:46:22","2021-10-06 13:46:48","attendant_no","0"
"qj9N7XZSYbCtNckLKLE_dJmwagUg-BhCy6mcxFP3mkbSIipPJZsaKrVx8umItu9G","2021-10-06 13:46:59","2021-10-06 13:51:40","2021-10-06 13:51:40","","3335","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:47:00","2021-10-06 13:48:34","personalVehicle","","personalVehicle","","personalVehicle, metroaccess","2021-10-06 13:49:04","less","less","less","less","2021-10-06 13:49:04","agree","agree","agree","agree","agree","agree","agree","agree","neutral","neutral","2021-10-06 13:50:07","2021-10-06 13:50:16","2021-10-06 13:50:51","2021-10-06 13:51:09","non_auto","1"
"mx8muqocODDt_7lMJrro2Yo3FVFm023hGw8I6ky-auEIt-iG-76px9CnDpUG-FpY","2021-10-06 13:49:50","2021-10-06 13:55:14","2021-10-06 13:55:15","","1323","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:49:50","2021-10-06 13:51:15","personalVehicle","","personalVehicle","","rail","2021-10-06 13:52:01","same","neverUsed","same","same","2021-10-06 13:52:01","agree","disagree","neutral","neutral","neutral","agree","disagree","disagreeStrong","agreeStrong","disagreeStrong","2021-10-06 13:53:36","2021-10-06 13:53:46","2021-10-06 13:54:25","2021-10-06 13:54:58","attendant_no","0"
"hjM33jw8ovRyLCtf3CVFsRnXBx2B4Cv9HcWbxBrFfSc7P5VQfTf-GR4sFwfGpG4u","2021-10-06 13:51:20","2021-10-06 13:54:44","2021-10-06 13:54:44","","3954","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:51:20","2021-10-06 13:51:45","RH, other","Walking","RH","","metroaccess","2021-10-06 13:52:47","neverUsed","less","less","less","2021-10-06 13:52:47","agree","neutral","neutral","agree","disagree","neutral","neutral","agreeStrong","disagree","agree","2021-10-06 13:53:52","2021-10-06 13:53:56","2021-10-06 13:54:18","2021-10-06 13:54:35","attendant_no","0"
"at9z7b4FItTGoYGr92USEnnydOCdXhJTy3U0Ib-MWwwyYjDEsXzwAdCwwHO1U-xq","2021-10-06 13:58:11","2021-10-06 14:02:58","2021-10-06 14:02:59","","1476","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 13:58:12","2021-10-06 13:58:51","personalVehicle, bus, RH","","rail, sharedRH","","metroaccess","2021-10-06 14:00:06","less","less","more","same","2021-10-06 14:00:06","agree","agree","neutral","neutral","agree","agree","disagree","neutral","disagree","neutral","2021-10-06 14:02:05","2021-10-06 14:02:15","2021-10-06 14:02:27","2021-10-06 14:02:39","attendant_no","0"
"VzmPL-Z5R6sPl-nvW3h32nDXpVSQS7X9qB18f6dWfFeK5dkNTxe-81H9YiQogWZI","2021-10-06 14:05:00","","","","4912","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:05:01","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cMriEVzHptlSOFkHMl20gEhDDuflcCJyl19B0qvaNpmqMusE9poDff6xzqWdmVXU","2021-10-06 14:07:43","2021-10-06 14:18:01","2021-10-06 14:18:02","","4171","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:07:43","2021-10-06 14:08:23","personalVehicle","","RH","","metroaccess","2021-10-06 14:09:18","neverUsed","neverUsed","same","same","2021-10-06 14:09:18","agreeStrong","neutral","neutral","disagreeStrong","agree","neutral","disagreeStrong","agree","agreeStrong","neutral","2021-10-06 14:14:42","2021-10-06 14:15:04","2021-10-06 14:15:14","2021-10-06 14:17:46","attendant_no","0"
"sE2EM8njUqCQY-ZEymQj6BgsG_QyEnDVJj4WrDTMQp9h7pRFXuJXBdW_HPvaYfp4","2021-10-06 14:08:00","2021-10-06 14:16:38","2021-10-06 14:16:38","","3219","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:08:01","2021-10-06 14:12:08","personalVehicle","","bus, rail","","metroaccess","2021-10-06 14:13:01","same","same","same","same","2021-10-06 14:13:01","agree","neutral","disagree","neutral","neutral","disagree","neutral","agree","agree","agree","2021-10-06 14:14:48","2021-10-06 14:14:54","2021-10-06 14:15:52","2021-10-06 14:16:23","attendant_no","0"
"phmvTCZO6Rjzn8Qs2ktvsGUcEBC0kTfe9ocKCByHSb0Ozh_Hx_KFYhrrhhTndjUf","2021-10-06 14:14:15","2021-10-06 14:20:28","2021-10-06 14:20:28","","1967","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:14:16","2021-10-06 14:15:52","personalVehicle","","personalVehicle, rail","","RH, sharedRH, metroaccess","2021-10-06 14:17:11","less","less","neverUsed","neverUsed","2021-10-06 14:17:11","agree","disagree","neutral","disagree","agree","agree","disagree","agree","agreeStrong","agree","2021-10-06 14:18:50","2021-10-06 14:19:00","2021-10-06 14:19:26","2021-10-06 14:20:11","attendant_no","0"
"Y9X4STjfQt2RR43ya9M9iFi5PCFmLbH0n90s6jkmDCpfjM-u1oye6fdeGN_8LyYp","2021-10-06 14:18:11","2021-10-06 14:20:12","2021-10-06 14:20:12","","1932","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:18:12","2021-10-06 14:18:33","personalVehicle","","RH","","sharedRH, metroaccess","2021-10-06 14:19:00","less","same","less","neverUsed","2021-10-06 14:19:14","agree","disagreeStrong","agreeStrong","disagreeStrong","agreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","agreeStrong","disagreeStrong","2021-10-06 14:19:36","2021-10-06 14:19:39","2021-10-06 14:19:55","2021-10-06 14:20:06","attendant_no","0"
"_F0DNQwaXb2IMqwhEEQOOb6Dyw2rl5hMq4Z15h_s6aOjiWuXrWzNptIRVd357yR6","2021-10-06 14:24:24","2021-10-06 14:27:42","2021-10-06 14:27:42","","4283","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:24:24","2021-10-06 14:25:23","personalVehicle","","personalVehicle","","metroaccess","2021-10-06 14:26:07","less","less","less","less","2021-10-06 14:26:07","agreeStrong","agree","neutral","agreeStrong","neutral","agree","agree","agree","agreeStrong","neutral","2021-10-06 14:27:01","2021-10-06 14:27:05","2021-10-06 14:27:24","2021-10-06 14:27:32","attendant_no","0"
"pjMyyUwSlsnB0MHlKXOy4l4JYd_xEKGlTwyELwPTD5o63RxDJB1j-pAtjqmJdDY-","2021-10-06 14:27:29","2021-10-06 14:30:59","2021-10-06 14:31:00","","2351","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:27:30","2021-10-06 14:28:29","personalVehicle, rail","","personalVehicle, rail, RH","","metroaccess","2021-10-06 14:29:24","less","less","less","less","2021-10-06 14:29:24","agree","neutral","disagree","neutral","disagree","agree","agree","agreeStrong","agreeStrong","agree","2021-10-06 14:30:12","2021-10-06 14:30:15","2021-10-06 14:30:35","2021-10-06 14:30:52","attendant_no","0"
"Td1k6sPxidrsuNdjaWFjQV0dBxy5AKT6XbTc7ml865XUdMOYY4prc5lO9fyMbpgl","2021-10-06 14:29:39","2021-10-06 14:33:15","2021-10-06 14:33:16","","3794","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:29:39","2021-10-06 14:30:17","personalVehicle","","metroaccess","","rail","2021-10-06 14:31:03","neverUsed","same","same","same","2021-10-06 14:31:03","agree","neutral","disagree","neutral","agree","agree","agree","agreeStrong","agree","agree","2021-10-06 14:32:45","2021-10-06 14:32:47","2021-10-06 14:32:56","2021-10-06 14:33:00","attendant_no","0"
"EiHl9x2qlnEX2IHKcu9oVeeAIhzn2KxpaNgy_UGFusa2tJxNJp9CKP_rZFG816Bn","2021-10-06 14:32:52","2021-10-06 14:35:13","2021-10-06 14:35:14","","4642","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:32:53","2021-10-06 14:33:48","personalVehicle","","other","None","sharedRH, metroaccess","2021-10-06 14:34:17","neverUsed","less","less","neverUsed","2021-10-06 14:34:17","agree","disagreeStrong","neutral","disagreeStrong","agreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","agreeStrong","neutral","2021-10-06 14:34:49","2021-10-06 14:34:51","2021-10-06 14:35:00","2021-10-06 14:35:06","attendant_no","0"
"P4tJxUFVhNLXR8Un6zFwAAAvmpDDVqxX5VPANbC2w_CQQyxKISORdn8WRc9E2Uzo","2021-10-06 14:36:12","2021-10-06 14:39:28","2021-10-06 14:39:28","","4513","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:36:13","2021-10-06 14:37:12","personalVehicle","","other","none","sharedRH, metroaccess","2021-10-06 14:38:04","same","less","less","neverUsed","2021-10-06 14:38:04","agreeStrong","agreeStrong","agreeStrong","agreeStrong","disagree","agreeStrong","disagreeStrong","disagreeStrong","agreeStrong","neutral","2021-10-06 14:38:56","2021-10-06 14:38:59","2021-10-06 14:39:07","2021-10-06 14:39:18","attendant_no","0"
"Kvtwv4Wxm57QwnV82J6gQMXbUPSuwTOqGxz4wfQr_7J29t1IgQ1NMofqT1_KGPRD","2021-10-06 14:37:16","2021-10-06 14:42:28","2021-10-06 14:42:29","","1864","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:37:17","2021-10-06 14:38:43","personalVehicle","","personalVehicle","","metroaccess","2021-10-06 14:39:17","same","same","same","neverUsed","2021-10-06 14:39:17","neutral","disagreeStrong","neutral","neutral","agree","neutral","neutral","agreeStrong","agreeStrong","agree","2021-10-06 14:41:03","2021-10-06 14:41:07","2021-10-06 14:41:40","2021-10-06 14:42:10","attendant_no","0"
"cih-epvkR4bYb6TsCTxR-tZFrElwHdbx4jy_O5V1YGsQgG2hInAXdO4l-Q9eSK1Y","2021-10-06 14:37:25","2021-10-06 14:42:43","2021-10-06 14:42:43","","4629","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:37:26","2021-10-06 14:38:52","personalVehicle","","rail","","bus, RH, sharedRH, metroaccess","2021-10-06 14:39:55","neverUsed","less","neverUsed","neverUsed","2021-10-06 14:39:55","agree","disagree","neutral","neutral","neutral","agree","disagree","agreeStrong","agreeStrong","neutral","2021-10-06 14:40:59","2021-10-06 14:41:08","2021-10-06 14:41:47","2021-10-06 14:42:32","attendant_no","0"
"wbSQ0MsLA4jr26i0sogZjmuyK3SwaWtk9pi7e9V2wdpeo_M4MdZRLwMW0sZDn9bt","2021-10-06 14:43:36","2021-10-06 14:45:56","2021-10-06 14:45:56","","1433","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:43:36","2021-10-06 14:44:26","personalVehicle","","personalVehicle","","personalVehicle","2021-10-06 14:44:42","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-06 14:44:42","agree","disagreeStrong","agree","disagreeStrong","agreeStrong","disagree","disagreeStrong","agree","agreeStrong","agreeStrong","2021-10-06 14:45:26","2021-10-06 14:45:28","2021-10-06 14:45:34","2021-10-06 14:45:47","attendant_no","0"
"7Vl1FvQIKqpp_a2X_Ht0GYcAchF3ZOi9XH3l3mcvosaZoc2lNGdfOJ8K9_sCFup0","2021-10-06 14:48:48","2021-10-06 14:54:32","2021-10-06 14:54:32","","2394","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:48:49","2021-10-06 14:50:22","personalVehicle","","bus","","RH, sharedRH","2021-10-06 14:51:24","less","less","neverUsed","neverUsed","2021-10-06 14:51:24","agree","disagree","neutral","neutral","neutral","neutral","neutral","agreeStrong","agreeStrong","agree","2021-10-06 14:52:43","2021-10-06 14:52:46","2021-10-06 14:53:29","2021-10-06 14:54:17","attendant_no","0"
"L9htqNdNyafe5epZO8DDfcj9eOyc8ehv4aylx7l-n1vrV9WaFchchtvjV9HyjlZl","2021-10-06 14:58:57","2021-10-06 15:06:49","","","4378","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-06 14:58:58","2021-10-06 15:00:55","personalVehicle","","personalVehicle","","usedAll","2021-10-06 15:02:13","less","less","less","less","2021-10-06 15:02:13","neutral","disagree","neutral","disagree","agree","disagree","neutral","agree","agreeStrong","agreeStrong","2021-10-06 15:06:12","2021-10-06 15:06:21","2021-10-06 15:06:49","","",""
